contentid,originimgurl,smallimageurl,cpyrhtDivCd,imgname,serialnum
3082541,http://tong.visitkorea.or.kr/cms/resource/33/3082533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3082533_image3_1.jpg,Type3,L.F문암다이브리조트,3082533_2
3082541,http://tong.visitkorea.or.kr/cms/resource/35/3082535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3082535_image3_1.jpg,Type3,L.F문암다이브리조트,3082535_1
3082541,http://tong.visitkorea.or.kr/cms/resource/36/3082536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3082536_image3_1.jpg,Type3,L.F문암다이브리조트,3082536_4
3082541,http://tong.visitkorea.or.kr/cms/resource/37/3082537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3082537_image3_1.jpg,Type3,L.F문암다이브리조트,3082537_6
3082541,http://tong.visitkorea.or.kr/cms/resource/38/3082538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3082538_image3_1.jpg,Type3,L.F문암다이브리조트,3082538_5
3082541,http://tong.visitkorea.or.kr/cms/resource/39/3082539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3082539_image3_1.jpg,Type3,L.F문암다이브리조트,3082539_3
3513119,http://tong.visitkorea.or.kr/cms/resource/91/3513091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3513091_image3_1.jpg,Type3,고성_삼박한집 (5),3513091_1
3513119,http://tong.visitkorea.or.kr/cms/resource/93/3513093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3513093_image3_1.jpg,Type3,고성_삼박한집 (2),3513093_2
3513119,http://tong.visitkorea.or.kr/cms/resource/94/3513094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3513094_image3_1.jpg,Type3,고성_삼박한집 (3),3513094_3
3513119,http://tong.visitkorea.or.kr/cms/resource/95/3513095_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3513095_image3_1.jpg,Type3,고성_삼박한집 (4),3513095_4
3521198,http://tong.visitkorea.or.kr/cms/resource/19/3509119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3509119_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-1,3509119_1
3521198,http://tong.visitkorea.or.kr/cms/resource/20/3509120_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3509120_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-2,3509120_4
3521198,http://tong.visitkorea.or.kr/cms/resource/21/3509121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3509121_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-3,3509121_3
3521198,http://tong.visitkorea.or.kr/cms/resource/22/3509122_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3509122_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-4,3509122_2
3521198,http://tong.visitkorea.or.kr/cms/resource/23/3509123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3509123_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-5,3509123_6
3521198,http://tong.visitkorea.or.kr/cms/resource/24/3509124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3509124_image3_1.jpg,Type1,고성으로 떠나는 다섯 가지 쉼표 여행_금강산 버섯바위(신선대)_1-6,3509124_5
3537626,http://tong.visitkorea.or.kr/cms/resource/07/3537607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3537607_image3_1.jpg,Type3,고성_레드인블루 (1),3537607_6
3537626,http://tong.visitkorea.or.kr/cms/resource/08/3537608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3537608_image3_1.jpg,Type3,고성_레드인블루 (2),3537608_1
3537626,http://tong.visitkorea.or.kr/cms/resource/09/3537609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3537609_image3_1.jpg,Type3,고성_레드인블루 (3),3537609_3
3537626,http://tong.visitkorea.or.kr/cms/resource/10/3537610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3537610_image3_1.jpg,Type3,고성_레드인블루 (4),3537610_4
3537626,http://tong.visitkorea.or.kr/cms/resource/11/3537611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3537611_image3_1.jpg,Type3,고성_레드인블루 (5),3537611_5
3537626,http://tong.visitkorea.or.kr/cms/resource/12/3537612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3537612_image3_1.jpg,Type3,고성_레드인블루 (6),3537612_2
3537626,http://tong.visitkorea.or.kr/cms/resource/13/3537613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3537613_image3_1.jpg,Type3,고성_레드인블루 (7),3537613_7
421977,http://tong.visitkorea.or.kr/cms/resource/86/3516186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3516186_image3_1.jpg,Type3,2025 고성명태축제 1,3516186_1
421977,http://tong.visitkorea.or.kr/cms/resource/87/3516187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3516187_image3_1.jpg,Type3,2025 고성명태축제 2,3516187_4
421977,http://tong.visitkorea.or.kr/cms/resource/88/3516188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3516188_image3_1.jpg,Type3,2025 고성명태축제 3,3516188_2
421977,http://tong.visitkorea.or.kr/cms/resource/90/3516190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3516190_image3_1.jpg,Type3,2025 고성명태축제 포스터,3516190_3
736620,http://tong.visitkorea.or.kr/cms/resource/18/3394018_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3394018_image3_1.JPG,Type3,6.25 전쟁체험전시관 (2),3394018_1
736620,http://tong.visitkorea.or.kr/cms/resource/19/3394019_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3394019_image3_1.JPG,Type3,6.25 전쟁체험전시관 (3),3394019_2
736620,http://tong.visitkorea.or.kr/cms/resource/20/3394020_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/3394020_image3_1.JPG,Type3,6.25 전쟁체험전시관 (4),3394020_3
736620,http://tong.visitkorea.or.kr/cms/resource/21/3394021_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3394021_image3_1.JPG,Type3,6.25 전쟁체험전시관 (5),3394021_4
736620,http://tong.visitkorea.or.kr/cms/resource/23/3394023_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/3394023_image3_1.JPG,Type3,6.25 전쟁체험전시관 (6),3394023_5
736620,http://tong.visitkorea.or.kr/cms/resource/26/3394026_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3394026_image3_1.JPG,Type3,6.25 전쟁체험전시관 (7),3394026_6
778140,http://tong.visitkorea.or.kr/cms/resource/64/2599064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2599064_image3_1.jpg,Type3,"강원_고성_평화 관광의 ‘뉴 페이스’, 고성통일전망타워_11",2599064_5
778140,http://tong.visitkorea.or.kr/cms/resource/92/2600592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2600592_image3_1.jpg,Type3,"강원_고성_고성은 건재하다, 모든 것이 여전한 고성에서 보낸 1박2일_09",2600592_7
778140,http://tong.visitkorea.or.kr/cms/resource/97/2600597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2600597_image3_1.jpg,Type3,"강원_고성_고성은 건재하다, 모든 것이 여전한 고성에서 보낸 1박2일_13",2600597_2
778140,http://tong.visitkorea.or.kr/cms/resource/52/2921752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2921752_image3_1.jpg,Type3,DMZ박물관_4,2921752_8
778140,http://tong.visitkorea.or.kr/cms/resource/53/2921753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2921753_image3_1.jpg,Type3,DMZ박물관_5,2921753_1
778140,http://tong.visitkorea.or.kr/cms/resource/54/2921754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2921754_image3_1.jpg,Type3,DMZ박물관_6,2921754_4
778140,http://tong.visitkorea.or.kr/cms/resource/56/2921756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2921756_image3_1.jpg,Type3,DMZ박물관_8,2921756_3
778140,http://tong.visitkorea.or.kr/cms/resource/57/2921757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2921757_image3_1.jpg,Type3,DMZ박물관_9,2921757_6
778140,http://tong.visitkorea.or.kr/cms/resource/58/2921758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2921758_image3_1.jpg,Type3,DMZ박물관_10,2921758_9
778140,http://tong.visitkorea.or.kr/cms/resource/50/2921750_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2921750_image3_1.jpg,Type3,DMZ박물관_2,2921750_10
925616,http://tong.visitkorea.or.kr/cms/resource/77/3338877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3338877_image3_1.jpg,Type3,고성_송지호관망타워_ⓒ 강원관광 (2),3338877_1
925616,http://tong.visitkorea.or.kr/cms/resource/78/3338878_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3338878_image3_1.jpg,Type3,고성_송지호관망타워_ⓒ 강원관광 (3),3338878_2
925616,http://tong.visitkorea.or.kr/cms/resource/80/3338880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3338880_image3_1.jpg,Type3,고성_송지호관망타워_ⓒ 강원관광 (5),3338880_4
925616,http://tong.visitkorea.or.kr/cms/resource/82/3338882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3338882_image3_1.jpg,Type3,고성_송지호관망타워_ⓒ 강원관광 (7),3338882_7
925616,http://tong.visitkorea.or.kr/cms/resource/23/3498823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3498823_image3_1.jpg,Type3,송지호관망타워 (1),3498823_3
925616,http://tong.visitkorea.or.kr/cms/resource/24/3498824_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3498824_image3_1.jpg,Type3,송지호관망타워 (2),3498824_6
925616,http://tong.visitkorea.or.kr/cms/resource/25/3498825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3498825_image3_1.jpg,Type3,송지호관망타워 (3),3498825_5
